,,,Validation Dataset,,,,,,Probability of being Plankton,,,,TSNE coordinates per model,,,,,,,,
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_690_2017-09-24_11_58_30.642_1232_1205.png,Other,Y,Y,Y,Y,1,0.9999783,0.99999976,0.9989058,44.680103,26.74192,27.475857,37.63192,37.70544,24.320362,45.74327,-25.473352,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_883_2017-09-20_15_36_29.632_688_1354.png,Other,Y,Y,Y,Y,0.98632634,0.86341786,0.9998053,0.98635626,89.56069,-6.867663,18.90027,-38.006176,29.17118,-65.890144,-0.22392039,-35.548626,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_644_2017-09-16_05_02_10.850_577_726.png,Other,Y,Y,Y,Y,0.9998759,0.9995284,0.99997854,0.9978561,74.751816,10.587453,35.69149,42.662636,45.339794,23.370258,4.8853602,-47.866367,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_257_2017-09-20_17_05_31.514_1684_1389.png,Other,Y,Y,Y,Y,0.9211363,0.91066194,0.99597186,0.961919,37.12904,-20.35073,9.901987,-52.52402,37.871265,-24.555965,-2.1094704,-53.264656,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_148_2017-09-21_19_36_53.362_1287_1491.png,Other,Y,Y,Y,Y,0.90703875,0.98151016,0.91300523,0.92112154,10.458093,-8.291948,28.825052,-57.747894,-5.6908197,-1.8811901,-39.198677,-9.5572605,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_448_2017-09-19_11_57_19.930_938_199.png,Other,Y,Y,Y,Y,0.95510596,0.99730396,0.9989949,0.9838006,43.741062,-19.952747,45.972214,-16.141363,9.076155,-32.477837,15.895268,-31.653894,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_368_2017-09-19_01_02_00.347_270_1489.png,Other,Y,Y,Y,Y,0.99639016,0.993321,0.99996984,0.9754989,36.497112,-4.7119327,51.82992,11.41022,25.601513,-8.079033,28.844902,-37.605965,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_317_2017-09-19_11_57_19.930_1149_1218.png,Other,Y,Y,Y,Y,0.97116166,0.9826385,0.99884665,0.9296627,88.35299,-11.400225,44.437115,-23.9986,31.779032,-40.71333,-19.727373,-54.091522,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_471_2017-09-17_23_40_00.690_602_1087.png,Other,Y,Y,Y,Y,0.9997683,0.99927694,1,0.999869,103.11935,-13.906768,40.7924,16.77695,51.70635,5.874705,43.564728,-45.31173,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_429_2017-09-16_06_05_35.531_1167_1420.png,Other,Y,Y,Y,Y,0.9149317,0.94246566,0.99440855,0.7958883,24.161034,-23.120705,9.899999,-56.940617,14.089333,20.942425,5.9254913,-31.423334,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_847_2017-09-21_05_31_06.977_223_262.png,Other,Y,Y,Y,Y,0.99997425,0.9994816,0.99999356,0.9993704,50.18027,15.530814,45.92004,36.650124,-9.24384,-44.37339,44.24832,44.305733,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_457_2017-09-29_05_57_44.317_1780_1619.png,Other,Y,Y,Y,Y,0.9979388,0.92441666,0.95071304,0.9058335,-2.4716406,2.5921826,-19.448225,-67.91285,5.0909567,-6.4080133,-23.431898,3.793218,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_583_2017-09-19_07_43_38.447_644_771.png,Other,Y,Y,Y,Y,0.9647433,0.99442506,0.99999535,0.9879352,42.71606,-24.39472,40.685326,-48.25957,28.05104,-30.439116,-11.694414,-39.50251,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_397_2017-09-24_18_05_45.523_1504_142.png,Other,Y,Y,Y,Y,0.9982009,0.99645483,0.9987482,0.9026265,115.61778,-2.0148535,68.98034,5.4775167,33.34789,-42.893078,-20.96874,-54.257183,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_634_2017-09-21_13_29_38.934_1560_698.png,Other,Y,Y,Y,Y,0.99981433,0.99968636,1,0.9990694,108.88278,-7.262478,42.9065,66.06391,59.48028,-21.04816,26.368696,-80.353714,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_358_2017-09-24_18_05_45.523_611_1905.png,Other,Y,Y,Y,Y,0.9870704,0.99954,0.9953565,0.96584696,12.002162,25.78601,51.443336,34.654083,40.268215,3.0910184,-22.836065,-21.623135,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_716_2017-09-24_00_06_17.008_516_1381.png,Other,Y,Y,Y,Y,0.98779035,0.9995204,0.99701095,0.9833119,29.211689,10.549097,31.123728,-0.5833921,32.15852,24.848991,0.5331217,-17.80262,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_900_2017-09-21_01_26_17.933_1443_904.png,Other,Y,Y,Y,Y,0.9045903,0.995933,0.9980059,0.99943906,50.34762,-2.571996,33.3936,-18.79811,40.25972,-22.576061,-15.218966,-21.709892,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_861_2017-09-21_03_28_42.304_1278_1820.png,Other,Y,Y,Y,Y,0.68371844,0.96070105,0.98086816,0.94570655,11.022178,-11.739605,2.0338032,-55.01766,11.910635,12.594152,-14.215465,-0.44573465,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_95_2017-09-19_16_53_16.639_1490_1095.png,Other,Y,Y,Y,Y,0.9999602,0.9997551,1,0.999803,113.23442,-11.633954,39.830795,73.11328,53.552044,10.096841,36.884254,-34.92845,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_240_2017-09-21_08_06_54.700_269_242.png,Other,Y,Y,Y,Y,0.95496494,0.9110825,0.99158925,0.9987256,72.650566,-13.107255,55.038204,-17.449389,16.828754,-26.896309,-19.09378,-36.81521,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_764_2017-09-24_06_02_23.018_122_1941.png,Other,Y,Y,Y,Y,0.9764415,0.9960747,1,0.9976205,33.439335,-24.275686,50.53901,-32.580948,36.92854,-68.90158,-26.242874,-67.59677,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_396_2017-09-21_20_21_24.131_45_1738.png,Other,Y,Y,Y,Y,0.9999974,0.9998807,1,0.9999459,54.858875,24.648346,38.344357,53.81279,43.905968,46.353634,69.1933,-12.836217,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_311_2017-09-21_10_53_50.448_1986_984.png,Other,Y,Y,Y,Y,0.99858165,0.9981869,0.9725779,0.95223135,-18.172003,54.103706,35.299026,-5.425911,8.797844,48.659084,43.07363,-3.7096171,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_684_2017-09-20_15_36_29.632_1194_580.png,Other,Y,Y,Y,Y,0.7996381,0.9993585,0.9998903,0.9956013,-10.340695,33.599068,38.34209,3.8555532,44.679333,9.369359,40.108665,-36.47675,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_760_2017-09-16_02_13_04.215_VIDEOALE_133_274.png,Other,Y,Y,Y,Y,0.92919314,0.9828812,0.99991894,0.99070007,76.78233,-10.018796,47.985424,-32.417347,30.901787,-42.729687,-29.906223,-60.590904,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_300_2017-09-19_03_08_50.128_1580_831.png,Other,Y,Y,Y,Y,0.9999565,0.99973065,1,0.99957556,29.081112,22.894304,39.256252,48.634575,37.028267,27.425777,48.117516,-8.236841,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_3_2017-09-21_22_57_12.103_554_1778.png,Other,Y,Y,Y,Y,0.99785596,0.9992907,0.9999999,0.9957948,102.80603,-7.5381947,53.20714,48.095005,53.765877,-12.985671,26.922426,-79.749016,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_745_2017-09-20_23_46_08.531_957_1868.png,Other,Y,Y,Y,Y,0.99997604,0.99241954,0.99992716,0.98843807,48.273327,10.223548,39.906975,-7.6274467,50.90644,4.1187444,37.97361,-37.604885,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_104_2017-09-16_16_18_38.403_8_965.png,Other,Y,Y,Y,Y,0.99666023,0.9989287,0.9748263,0.70527637,25.10001,26.150703,22.45021,-1.8322691,28.066414,27.0635,42.9865,-10.083635,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_541_2017-09-16_00_06_14.278_738_396.png,Other,Y,Y,Y,Y,0.7443085,0.9900266,0.8797526,0.55123025,-3.923869,17.79673,26.795738,-64.31776,9.987888,-6.9465857,-17.648243,17.70653,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_157_2017-09-19_01_44_17.054_559_1904.png,Other,Y,Y,Y,Y,0.99970716,0.9997329,0.9999925,0.99889237,23.509624,8.829076,47.181293,43.285587,9.855213,-22.16135,35.37652,-48.68555,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_797_2017-09-22_03_57_39.662_1453_633.png,Other,Y,Y,Y,Y,0.9996947,0.99855405,0.99999523,0.99990153,39.888836,19.793003,33.31471,24.463486,32.416046,35.74668,51.173782,-10.4744425,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_321_2017-09-17_03_56_12.949_940_1867.png,Other,Y,Y,Y,Y,0.98732984,0.999358,0.999884,0.99825984,8.133165,15.607813,41.961044,21.95922,23.210283,-9.039652,-19.340944,-21.39435,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_225_2017-09-18_08_07_19.921_165_1451.png,Other,Y,Y,Y,Y,0.8619773,0.87534654,0.9075167,0.77973366,36.351776,-21.198454,16.509491,-43.62388,43.320683,-57.790318,18.205631,-33.176193,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_370_2017-09-16_01_09_39.011_785_1154.png,Other,Y,Y,Y,Y,0.9995851,0.99979085,1,0.9997322,75.95168,11.679646,42.976048,52.93794,-2.7695577,-43.9643,-8.527583,-32.84361,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_216_2017-09-16_06_05_35.531_1044_621.png,Other,Y,Y,Y,Y,0.88683486,0.9915165,0.99627185,0.95223784,58.018036,-14.86447,40.022057,-45.63638,0.42976266,-40.958286,-11.8050165,-69.70325,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_779_2017-09-21_16_49_57.815_1448_401.png,Other,Y,Y,Y,Y,0.99992716,0.99718,0.7170059,0.979446,66.319695,-6.1301,37.55472,-25.865906,28.745998,3.1456866,-12.387956,-24.848764,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_455_2017-09-29_18_01_05.556_1023_890.png,Other,Y,Y,Y,Y,0.9926588,0.9992111,0.9999906,0.98788327,78.17269,-2.683157,57.9563,42.243935,50.497845,5.532547,37.158703,-42.615383,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_109_2017-09-21_12_45_07.826_1613_417.png,Other,Y,Y,Y,Y,0.98258924,0.99898976,0.9972982,0.86568385,88.87885,-7.8081207,58.003906,7.1806035,32.463425,-27.121569,8.056918,-39.844837,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_488_2017-09-22_03_57_39.662_744_1149.png,Other,Y,Y,Y,Y,0.90634966,0.9831882,0.98325527,0.97436696,52.150112,-12.240121,38.580276,-50.45356,35.991375,-38.88753,9.503757,-42.1433,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_178_2017-09-25_05_57_58.288_1097_1342.png,Other,Y,Y,Y,Y,0.9999056,0.9994574,0.99997354,0.99844414,-15.138549,57.759937,50.33788,17.64661,10.887176,50.668396,62.22749,7.169196,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_734_2017-09-21_18_07_51.879_1897_446.png,Other,Y,Y,Y,Y,0.99999297,0.99653155,0.99949825,0.9998487,88.573685,0.93063116,50.772854,13.028621,45.62351,-23.626245,11.7180805,-83.0967,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_242_2017-09-16_20_53_26.537_1314_1432.png,Other,Y,Y,Y,Y,0.9998853,0.99993336,0.9999999,0.98500085,64.76904,6.7345204,42.619923,46.95222,47.694565,8.439345,30.891132,-38.07175,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_151_2017-09-21_22_23_48.887_1724_610.png,Other,Y,Y,Y,Y,0.9813778,0.9972855,0.9873334,0.8590466,-3.3736436,16.183662,18.529753,-12.741297,5.7463746,-6.0027027,-17.164871,14.7239065,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_819_2017-09-16_00_06_14.278_1864_589.png,Other,Y,Y,Y,Y,0.99999344,0.9998896,0.97330374,0.99001336,59.611446,19.669235,34.831535,40.956654,45.226646,22.903921,3.8123066,-47.088634,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_523_2017-09-18_13_03_16.745_345_512.png,Other,Y,Y,Y,Y,0.9999925,0.9999969,0.9999888,0.99995685,121.23719,-2.1238384,36.532734,72.38952,36.067616,8.324992,36.734287,3.795096,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_182_2017-09-30_00_19_26.844_1264_1030.png,Other,Y,Y,Y,Y,0.95470697,0.8366628,0.9992078,0.96328074,54.1534,-11.369665,16.708542,-40.092873,25.436201,-36.71002,1.7497654,-71.87007,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_6_2017-09-18_06_00_30.097_1754_1638.png,Other,Y,Y,Y,Y,0.9903467,0.99910873,1,0.9255014,80.39735,-9.158789,59.883343,16.320696,40.762356,-33.556778,17.965565,-46.35049,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_322_2017-09-18_06_00_30.097_925_1940.png,Other,Y,Y,Y,Y,0.7513205,0.98957247,0.7510696,0.76503736,26.403961,-16.2618,38.673634,-32.54452,40.9397,-48.21973,-8.555253,-43.80421,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_38_2017-09-20_20_25_49.768_707_1220.png,Other,Y,Y,Y,Y,0.9999907,0.99411076,0.99999416,0.98927516,62.864204,14.210947,39.70981,-40.837685,24.520166,11.179929,-13.310019,-24.1211,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_916_2017-09-22_18_03_26.967_1031_68.png,Other,Y,Y,Y,Y,0.95920146,0.7665501,0.59637904,0.9624506,33.09958,-8.991199,20.056143,-33.0501,-16.93368,4.3285413,-45.453888,-12.447583,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_45_2017-09-18_03_53_40.556_809_331.png,Other,Y,Y,Y,Y,0.99861586,0.98675287,0.9904208,0.9980274,78.190506,-16.99,66.095665,1.1437718,28.86114,-19.714102,9.368938,-48.3755,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_608_2017-09-21_18_18_59.744_1505_981.png,Other,Y,Y,Y,Y,0.97696054,0.9986738,0.97106653,0.8993986,-3.556413,17.350605,15.112027,-18.30013,-5.5043387,5.8739767,9.689264,22.421633,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_623_2017-09-21_02_10_48.705_1781_1409.png,Other,Y,Y,Y,Y,0.9991021,0.9982095,1,0.9993742,104.86449,-4.670323,51.380753,43.86156,51.694534,10.530977,38.164017,-44.903126,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_448_2017-09-21_01_26_17.933_1697_1873.png,Other,Y,Y,Y,Y,0.9961928,0.9996278,0.999987,0.96634936,71.717316,-3.5990613,30.354797,27.472013,32.041557,-23.865896,17.606075,-46.43974,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_320_2017-09-20_18_23_25.361_773_724.png,Other,Y,Y,Y,Y,0.9889875,0.9975914,0.9977075,0.95479596,13.674513,6.06177,49.515984,5.1827264,5.5586867,-18.014791,6.2604704,19.474777,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_561_2017-09-21_12_45_07.826_371_909.png,Other,Y,Y,Y,Y,0.9976387,0.99882144,0.9999825,0.9472182,14.944903,8.907631,36.303387,1.5644464,-19.60287,-43.604702,41.774517,41.622807,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_109_2017-09-20_21_43_43.740_1154_603.png,Other,Y,Y,Y,Y,0.9998908,0.998776,0.99633837,0.9603856,20.640419,30.240982,48.4666,18.89552,28.094707,44.14619,-2.8528123,-4.7337494,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_170_2017-09-18_15_52_23.938_1131_845.png,Other,Y,Y,Y,Y,0.98949426,0.99919504,0.99707806,0.81484336,39.74763,5.1505814,43.29176,-15.276342,3.315703,-26.958607,31.649746,-36.92609,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_215_2017-09-21_02_55_19.170_1772_1137.png,Other,Y,Y,Y,Y,0.9999987,0.9999082,0.99889565,0.9991308,34.194656,29.19705,33.41447,41.699635,34.212505,36.917137,58.06175,-5.4958982,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_427_2017-09-20_23_46_08.531_339_453.png,Other,Y,Y,Y,Y,0.977445,0.99876153,0.9970764,0.9749545,32.259407,3.2867491,45.148926,5.791259,30.702417,1.4656489,48.86415,-13.221453,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_6_2017-09-23_06_06_47.168_899_721.png,Other,Y,Y,Y,Y,0.99588436,0.9987832,0.9973997,0.9831638,93.7279,-8.040353,58.08702,8.404091,32.59371,-41.85669,-14.788534,-51.955856,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_328_2017-09-19_09_08_21.071_786_501.png,Other,Y,Y,Y,Y,0.99839044,0.9997967,0.99999905,0.9998148,18.60698,19.205093,39.003365,51.698807,32.908573,45.015423,68.64418,-3.8440988,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_13_2017-09-22_06_00_04.648_1909_216.png,Other,Y,Y,Y,Y,0.9558727,0.98181766,0.999997,0.9993862,75.817055,-15.758692,20.446438,-50.999554,32.190163,-61.888554,1.3006757,-40.319847,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_156_2017-09-21_19_03_30.206_1573_659.png,Other,Y,Y,Y,Y,0.99999213,0.99987984,0.99999964,0.99996805,112.84316,-8.267495,44.529747,68.39778,51.350338,-13.332736,24.269604,-76.77037,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_420_2017-09-17_15_54_57.412_547_919.png,Other,Y,Y,Y,Y,0.9947791,0.99030465,0.9999554,0.93780935,106.82221,-0.94491875,63.957996,34.044807,25.542618,-41.556683,25.159342,-36.81791,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_500_2017-09-20_16_21_00.715_1258_791.png,Other,Y,Y,Y,Y,0.9994962,0.999899,0.999998,0.99961275,81.77092,6.528552,49.157715,57.988857,48.22603,-15.768525,23.254034,-72.30229,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_555_2017-09-21_07_33_31.746_921_885.png,Other,Y,Y,Y,Y,0.9992895,0.9998319,0.9999957,0.99993443,56.592876,-16.591677,33.664074,46.993492,37.376244,39.99638,61.938313,-6.3441334,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_908_2017-09-21_01_26_17.933_731_1578.png,Other,Y,Y,Y,Y,0.9745209,0.5943869,0.9992085,0.91117454,34.671524,-16.990307,-5.946712,-53.55092,36.083374,-56.185978,-41.72953,-31.529932,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_392_2017-09-16_01_09_39.011_1897_427.png,Other,Y,Y,Y,Y,0.9529439,0.9810082,0.98711824,0.9890906,75.467155,-15.749948,57.033237,-12.693555,39.404198,-48.302105,-34.1773,-17.77562,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_775_2017-09-16_00_06_14.278_33_1731.png,Other,Y,Y,Y,Y,0.99515814,0.9991122,1,0.9999976,46.23855,17.757635,66.660446,27.349266,46.28712,39.845215,68.73491,-12.872715,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_86_2017-09-17_06_03_03.156_873_428.png,Other,Y,Y,Y,Y,0.999469,0.9999548,0.9999999,0.99999356,52.20521,11.958738,34.99652,48.174057,2.366655,57.400433,62.425255,14.294883,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_745_2017-09-21_18_18_59.744_1651_906.png,Other,Y,Y,Y,Y,0.94931084,0.8468434,0.78465086,0.9699518,30.685493,-21.11011,-0.19023402,-62.438614,-18.517258,-22.212141,28.121115,49.73243,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_413_2017-09-18_09_53_01.896_1645_844.png,Other,Y,Y,Y,Y,0.9544884,0.9748039,0.9921555,0.93406034,4.6658998,-17.692434,24.531748,-46.342125,11.402737,-38.37926,-35.66321,-7.2565804,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_163_2017-09-16_06_05_35.531_1204_1166.png,Other,Y,Y,Y,Y,0.9980128,0.99548364,0.999938,0.99860877,97.8915,-10.482195,44.853966,-21.734877,37.71367,-52.89116,-22.947552,-66.75301,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_276_2017-09-17_07_06_27.729_296_1572.png,Other,Y,Y,Y,Y,0.99500555,0.9995715,0.98887736,0.99567384,25.616673,26.365215,23.013,3.9528997,33.81739,44.207527,37.176285,26.538628,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_348_2017-09-20_19_41_19.269_0_1772.png,Other,Y,Y,Y,Y,0.99999046,0.9998822,0.99163264,0.98869646,27.30414,27.530172,30.96512,38.156876,1.5208471,-16.046375,20.752356,39.58014,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_269_2017-09-20_15_36_29.632_0_242.png,Other,Y,Y,Y,Y,0.9998816,0.99913377,0.9999596,0.9997075,100.70541,-14.461258,53.89349,45.528755,47.11958,-20.50612,14.102665,-86.634636,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_450_2017-09-20_18_01_09.974_1035_701.png,Other,Y,Y,Y,Y,0.9835789,0.99992144,0.9998136,0.9869812,65.85006,0.40970758,54.203598,53.0932,15.7279005,11.937601,-4.723271,-13.634591,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_614_2017-09-27_00_10_30.061_534_1575.png,Other,Y,Y,Y,Y,0.9967353,0.9998542,0.99990535,0.9985493,75.67795,6.228069,45.93242,35.770164,45.978996,-18.46359,14.614218,-76.36626,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_282_2017-09-19_16_53_16.639_491_650.png,Other,Y,Y,Y,Y,0.92827153,0.9592828,0.9999355,0.9898818,41.240906,-13.109869,52.095932,-17.760283,38.84959,-33.264454,5.051996,-43.67379,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_705_2017-09-20_20_59_12.793_1766_920.png,Other,Y,Y,Y,Y,0.9991472,0.9956214,0.9984913,0.89960915,120.4804,3.2133985,48.238712,-15.35078,25.468878,-60.343792,-35.217472,-21.61726,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_90_2017-09-17_16_58_22.104_447_972.png,Other,Y,Y,Y,Y,0.9993266,0.9995154,0.9999685,0.9994715,80.65022,7.3810363,37.158306,19.419981,19.240786,10.6143,-5.903376,-18.082645,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_728_2017-10-06_20_57_23.135_322_1846.png,Other,Y,Y,Y,Y,0.99989665,0.9996037,0.9999999,0.99989736,53.050255,25.654566,33.405083,26.83075,46.662193,42.204334,67.098335,-16.740023,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_197_2017-09-21_15_32_03.701_712_1571.png,Other,Y,Y,Y,Y,0.9544683,0.9894867,0.99883395,0.99856144,25.198666,-14.081559,37.06422,-39.553394,25.422138,-3.107529,7.8675156,-67.798134,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_980_2017-09-20_15_36_29.632_440_1136.png,Other,Y,Y,Y,Y,0.88972723,0.9787057,0.99339324,0.5913545,0.7431396,-1.6055703,3.0198338,-47.312202,1.5895293,-20.720732,20.278065,50.086205,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_76_2017-09-16_02_13_04.215_VIDEOALE_587_1309.png,Other,Y,Y,Y,Y,0.98974204,0.99952304,0.92799205,0.8453974,-0.75483644,9.236152,15.619103,-16.59129,3.926061,-4.604275,-17.03261,12.570291,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_897_2017-09-20_18_56_48.413_299_1031.png,Other,Y,Y,Y,Y,0.9448729,0.9952662,0.9999988,0.9986299,75.33731,-9.194295,63.72319,-10.453252,20.834839,-50.77216,-30.426413,-50.679874,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_556_2017-10-06_20_57_23.135_637_1375.png,Other,Y,Y,Y,Y,0.96628124,0.9932811,0.98435915,0.99471116,71.21006,-12.5810995,54.7915,-27.952805,25.122364,-65.76033,-6.3453197,14.686504,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_575_2017-09-20_16_21_00.715_580_1372.png,Other,Y,Y,Y,Y,0.9999876,0.9917973,1,0.99967945,85.22018,10.019348,39.941193,13.98114,51.254623,6.0958056,44.97586,-45.153316,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_81_2017-09-20_17_05_31.514_249_1879.png,Other,Y,Y,Y,Y,0.99997795,0.9997888,0.8756767,0.93429035,8.525248,18.099367,19.42362,-3.951223,20.664127,20.547562,43.734303,-22.664095,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_588_2017-09-21_02_10_48.705_787_1755.png,Other,Y,Y,Y,Y,0.9999782,0.99998,0.9999999,0.9999993,50.50832,20.552677,36.72142,65.48963,32.618305,31.669977,59.855595,-12.480596,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_714_2017-09-16_00_06_14.278_863_1206.png,Other,Y,Y,Y,Y,0.96765333,0.9505712,0.99390584,0.97175884,31.14769,-23.246447,15.528864,-50.585514,24.903847,-26.394943,9.170298,-40.91794,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_515_2017-09-16_01_09_39.011_1944_1883.png,Other,Y,Y,Y,Y,0.9943129,0.99978894,0.99964714,0.99725777,30.022776,-6.945229,46.060497,30.21564,2.9923887,-38.354095,-11.959083,-68.81253,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_577_2017-09-17_09_55_34.504_348_1878.png,Other,Y,Y,Y,Y,0.9988833,0.9555763,0.99887186,0.9960316,-19.62395,60.603855,52.78812,0.08176347,14.298108,47.021805,62.621895,6.5183725,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_428_2017-09-18_07_03_54.923_523_808.png,Other,Y,Y,Y,Y,0.9999826,0.9749986,0.982077,0.998781,49.374992,15.218328,40.03315,-14.693494,-11.17312,-38.806137,31.798397,1.1273851,0
,,,../../Detritus/Dataset-Detritus-Bubble/val/Other/frame_245_2017-09-26_13_58_27.272_593_846.png,Other,Y,Y,Y,Y,0.97191733,0.99313426,0.9997774,0.9922633,12.037303,-4.586849,43.15356,-1.1798053,1.5162742,-20.859247,24.104124,6.4559984,0
